Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
283-26-5248,Giza,,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,8:23:00 PM,Ewallet,,4.761904762,49.26,4.5
712-39-0363,Alex,Yangon,Member,Male,,41.66,6,12.498,262.458,3/14/2019,3:24:00 PM,Ewallet,249.96,4.761904762,12.498,5.6
218-59-9410,Alex,Yangon,Member,Female,Home and lifestyle,,3,10.863,228.123,3/14/2019,4:54:00 PM,Ewallet,217.26,4.761904762,10.863,8.2
174-75-0888,Cairo,Mandalay,,Male,Electronic accessories,21.58,9,9.711,203.931,3/14/2019,12:32:00 PM,Cash,194.22,4.761904762,9.711,7.3
866-99-7614,,Naypyitaw,Normal,Male,,89.2,,44.6,936.6,3/14/2019,3:42:00 PM,Credit card,,4.761904762,44.6,4.4
134-54-4720,,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,1/30/2019,1:58:00 PM,Ewallet,339.36,4.761904762,,5.7
760-90-2357,,Yangon,Member,Male,Electronic accessories,,,,469.413,3/20/2019,3:08:00 PM,,447.06,4.761904762,22.353,5
514-37-2845,,,,Male,Fashion accessories,,2,9.925,208.425,3/20/2019,1:02:00 PM,,198.5,4.761904762,,9
698-98-5964,Alex,Yangon,Normal,Female,Food and beverages,81.21,,40.605,852.705,3/14/2019,1:01:00 PM,Credit card,,4.761904762,,6.3
718-57-9773,Giza,,,Female,Sports and travel,49.33,10,24.665,517.965,02/03/2019,4:40:00 PM,Credit card,493.3,4.761904762,24.665,9.4
651-88-7328,Alex,Yangon,Normal,,Fashion accessories,65.74,,,621.243,01/01/2019,1:55:00 PM,Cash,,4.761904762,29.583,7.7
241-11-2261,Cairo,Mandalay,,Female,Fashion accessories,79.86,7,27.951,586.971,01/10/2019,10:33:00 AM,Credit card,559.02,4.761904762,27.951,5.5
408-26-9866,,,,Female,Sports and travel,73.98,,25.893,543.753,03/02/2019,4:42:00 PM,,517.86,4.761904762,,4.1
834-83-1826,,Mandalay,Member,Female,,82.04,5,20.51,430.71,2/25/2019,5:16:00 PM,Credit card,410.2,4.761904762,20.51,7.6
343-61-3544,Cairo,Mandalay,Member,Male,,26.67,,,280.035,1/29/2019,11:48:00 AM,,266.7,,13.335,8.6
239-48-4278,,,Member,Male,Food and beverages,,7,,74.4555,03/10/2019,7:35:00 PM,,70.91,,3.5455,8.3
355-34-6244,Cairo,,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,7:55:00 PM,Credit card,144.78,4.761904762,,8.1
550-84-8664,Alex,Yangon,Normal,Male,,85.91,5,21.4775,451.0275,3/22/2019,2:33:00 PM,Credit card,429.55,4.761904762,21.4775,8.6
339-96-8318,Cairo,Mandalay,Member,,Fashion accessories,81.31,7,28.4585,597.6285,03/01/2019,7:49:00 PM,,,4.761904762,28.4585,6.3
458-61-0011,Cairo,,,Male,,60.3,,12.06,253.26,2/20/2019,6:43:00 PM,Cash,241.2,4.761904762,,5.8
592-34-6155,Giza,Naypyitaw,Normal,,Food and beverages,,4,6.354,133.434,3/14/2019,2:43:00 PM,Ewallet,,4.761904762,6.354,6.2
797-88-0493,Alex,Yangon,Normal,Female,Health and beauty,64.27,,12.854,269.934,3/26/2019,1:54:00 PM,Cash,257.08,4.761904762,12.854,7.7
207-73-1363,Cairo,Mandalay,,Male,Health and beauty,69.51,,6.951,145.971,03/01/2019,12:15:00 PM,,,4.761904762,6.951,8.1
390-31-6381,Giza,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,3/14/2019,12:37:00 PM,Cash,,4.761904762,4.083,7.3
443-82-0585,,,,Female,Health and beauty,77.68,4,15.536,326.256,02/01/2019,7:54:00 PM,,310.72,4.761904762,15.536,8.4
339-18-7061,Giza,Naypyitaw,Member,Female,,92.98,2,9.298,195.258,2/13/2019,3:06:00 PM,Credit card,185.96,,9.298,8
359-90-3665,Cairo,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,6:03:00 PM,,72.32,4.761904762,3.616,9.5
375-72-3056,Cairo,Mandalay,Normal,,Sports and travel,63.06,3,,198.639,1/19/2019,3:58:00 PM,Ewallet,189.18,4.761904762,9.459,7
127-47-6963,,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,3/14/2019,1:53:00 PM,Credit card,206.84,4.761904762,,9.8
278-86-2735,,Yangon,,Female,Food and beverages,52.34,,,164.871,3/27/2019,2:03:00 PM,Cash,157.02,4.761904762,7.851,9.2
695-28-6250,Alex,Yangon,Normal,Female,Sports and travel,43.06,5,,226.065,3/14/2019,4:38:00 PM,Ewallet,215.3,4.761904762,10.765,7.7
379-17-6588,,Naypyitaw,,Male,Fashion accessories,59.61,10,,625.905,3/14/2019,11:07:00 AM,,596.1,4.761904762,29.805,5.3
227-50-3718,Alex,Yangon,,Male,,,5,,76.755,03/04/2019,12:23:00 PM,Cash,73.1,,3.655,4.4
302-15-2162,Giza,,Member,Male,,46.53,,13.959,293.139,03/03/2019,10:54:00 AM,,,4.761904762,13.959,4.3
788-07-8452,,Naypyitaw,,Female,,24.24,7,8.484,178.164,1/27/2019,5:38:00 PM,Ewallet,169.68,4.761904762,8.484,9.4
560-49-6611,Alex,Yangon,Member,Female,,,,2.279,47.859,02/07/2019,2:13:00 PM,,,4.761904762,,9.8
880-35-0356,Alex,Yangon,Member,Female,Sports and travel,75.2,,11.28,236.88,02/05/2019,11:51:00 AM,Ewallet,225.6,4.761904762,11.28,4.8
585-11-6748,,Mandalay,,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019,1:05:00 PM,,290.4,4.761904762,14.52,5.3
470-31-3286,Cairo,,Normal,Male,Health and beauty,14.82,3,2.223,46.683,03/01/2019,11:30:00 AM,Credit card,44.46,4.761904762,2.223,8.7
152-68-2907,Alex,Yangon,,Male,Food and beverages,52.2,,7.83,164.43,2/15/2019,1:30:00 PM,Credit card,156.6,4.761904762,,9.5
123-35-4896,Giza,,Normal,Female,Sports and travel,46.66,,,440.937,2/17/2019,7:11:00 PM,,,4.761904762,20.997,5.3
258-69-7810,Giza,,,Female,Fashion accessories,36.85,5,9.2125,193.4625,3/14/2019,6:53:00 PM,Cash,,4.761904762,9.2125,9.2
334-64-2006,,,Member,Female,Home and lifestyle,70.32,,7.032,147.672,3/24/2019,2:22:00 PM,Ewallet,140.64,4.761904762,7.032,9.6
219-61-4139,Giza,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,5:16:00 PM,Ewallet,,4.761904762,4.154,6.4
881-41-7302,Giza,Naypyitaw,Normal,Female,,64.99,,3.2495,68.2395,1/26/2019,10:06:00 AM,Credit card,64.99,,3.2495,4.5
373-09-4567,Giza,,Normal,Male,,,10,38.78,814.38,3/14/2019,8:35:00 PM,Ewallet,775.6,,,6.9
642-30-6693,Cairo,,,,,54.51,,16.353,343.413,3/17/2019,1:54:00 PM,Ewallet,327.06,,16.353,7.8
484-22-8230,Giza,Naypyitaw,Member,Female,Fashion accessories,51.89,,18.1615,381.3915,01/08/2019,8:08:00 PM,Cash,363.23,,18.1615,4.5
830-58-2383,Cairo,Mandalay,,Male,Home and lifestyle,31.75,4,6.35,133.35,02/08/2019,3:26:00 PM,Cash,,,,8.6
559-98-9873,Alex,Yangon,Member,Female,Fashion accessories,53.65,,,394.3275,02/10/2019,12:56:00 PM,Ewallet,375.55,4.761904762,18.7775,5.2
544-32-5024,,,Member,Female,Food and beverages,,4,9.958,209.118,3/28/2019,7:16:00 PM,Credit card,199.16,4.761904762,9.958,6.4
318-12-0304,Alex,Yangon,,Male,Fashion accessories,30.61,1,1.5305,32.1405,3/14/2019,12:20:00 PM,Ewallet,30.61,4.761904762,,5.2
349-97-8902,Cairo,Mandalay,,,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37:00 AM,Ewallet,115.78,4.761904762,5.789,8.9
421-95-9805,,,Normal,Female,Electronic accessories,28.96,,1.448,30.408,02/07/2019,10:18:00 AM,,28.96,4.761904762,1.448,6.2
277-35-5865,,Naypyitaw,Member,,,98.97,9,44.5365,935.2665,03/09/2019,11:23:00 AM,Cash,890.73,,44.5365,6.7
789-23-8625,Cairo,,Member,Male,Fashion accessories,,,13.983,293.643,1/24/2019,11:45:00 AM,,279.66,4.761904762,13.983,7.2
284-54-4231,,Naypyitaw,Member,,Sports and travel,80.93,1,4.0465,84.9765,1/19/2019,4:08:00 PM,Credit card,,,4.0465,9
443-59-0061,,,,Male,Food and beverages,67.45,10,33.725,708.225,02/03/2019,11:25:00 AM,,,4.761904762,33.725,4.2
509-29-3912,Alex,,,,Sports and travel,38.72,,17.424,365.904,3/20/2019,12:24:00 PM,,348.48,,17.424,4.2
327-40-9673,,,,,,72.6,6,21.78,457.38,1/13/2019,7:51:00 PM,Cash,435.6,,21.78,6.9
840-19-2096,Giza,Naypyitaw,Member,,,87.91,5,,461.5275,3/14/2019,6:10:00 PM,,,4.761904762,21.9775,4.4
828-46-6863,,Yangon,Member,Male,Food and beverages,,6,29.559,620.739,1/23/2019,11:22:00 AM,Credit card,,4.761904762,29.559,4
641-96-3695,,Naypyitaw,Member,Female,,43.46,6,13.038,273.798,3/14/2019,5:55:00 PM,Ewallet,260.76,4.761904762,13.038,8.5
420-97-3340,Alex,Yangon,Normal,Female,Food and beverages,71.68,,10.752,225.792,3/28/2019,3:30:00 PM,Credit card,215.04,4.761904762,10.752,9.2
436-54-4512,Alex,Yangon,Member,Female,Food and beverages,91.61,1,,96.1905,3/20/2019,7:44:00 PM,Cash,,4.761904762,4.5805,9.8
670-79-6321,Cairo,,Member,,Home and lifestyle,94.59,,,695.2365,1/17/2019,3:27:00 PM,Credit card,662.13,4.761904762,33.1065,4.9
852-62-7105,Cairo,Mandalay,,,Fashion accessories,,10,,874.125,01/12/2019,11:25:00 AM,Credit card,,4.761904762,,4.4
598-06-7312,Cairo,,,Male,Fashion accessories,91.35,1,4.5675,95.9175,3/14/2019,3:42:00 PM,,,,4.5675,6.8
135-13-8269,Cairo,,Member,Female,Food and beverages,78.88,2,7.888,165.648,1/26/2019,4:04:00 PM,Cash,,,7.888,9.1
816-57-2053,Alex,Yangon,,Male,Sports and travel,60.87,2,,127.827,03/09/2019,12:37:00 PM,Ewallet,,4.761904762,,8.7
628-90-8624,,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,2:41:00 PM,Cash,825.8,4.761904762,41.29,5
856-66-2701,Alex,Yangon,Member,Male,Home and lifestyle,53.3,,7.995,167.895,3/14/2019,2:19:00 PM,,159.9,4.761904762,7.995,7.5
308-39-1707,Alex,Yangon,,Female,Fashion accessories,12.09,1,0.6045,12.6945,1/26/2019,6:19:00 PM,Credit card,12.09,,0.6045,8.2
149-61-1929,,Yangon,,Male,Sports and travel,64.19,10,32.095,673.995,1/19/2019,2:08:00 PM,Credit card,,4.761904762,32.095,6.7
655-07-2265,Alex,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,03/05/2019,4:38:00 PM,Ewallet,234.93,4.761904762,11.7465,5.4
589-02-8023,,Yangon,Member,Male,Food and beverages,,2,8.377,175.917,1/15/2019,10:54:00 AM,Credit card,167.54,4.761904762,,7
420-04-7590,Cairo,,,,Home and lifestyle,99.7,3,14.955,314.055,3/18/2019,11:29:00 AM,Ewallet,299.1,,14.955,4.7
182-88-2763,Cairo,,Member,Male,Food and beverages,79.91,3,,251.7165,3/20/2019,7:28:00 PM,Credit card,239.73,4.761904762,11.9865,5
188-55-0967,,Mandalay,Member,,,66.47,10,,697.935,1/15/2019,3:01:00 PM,,,4.761904762,33.235,5
610-46-4100,Alex,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,03/03/2019,8:31:00 PM,,,4.761904762,10.1325,6
318-81-2368,Giza,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16:00 PM,Cash,46.2,4.761904762,,6.3
364-33-8584,,,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,3/14/2019,3:27:00 PM,Cash,88.15,4.761904762,4.4075,8.5
665-63-9737,Cairo,Mandalay,Normal,Male,Fashion accessories,52.42,,7.863,165.123,2/27/2019,5:36:00 PM,,157.26,4.761904762,7.863,7.5
695-09-5146,Cairo,Mandalay,Member,Female,,98.79,,,311.1885,2/23/2019,8:00:00 PM,,,,14.8185,6.4
155-45-3814,,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,3:29:00 PM,Ewallet,,4.761904762,35.42,4.7
794-32-2436,Cairo,,Member,Male,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,3:08:00 PM,,111.34,4.761904762,5.567,6
131-15-8856,Giza,Naypyitaw,Member,,,72.52,8,29.008,609.168,3/30/2019,7:26:00 PM,,,4.761904762,29.008,4
273-84-2164,Giza,,Member,Male,Electronic accessories,12.05,,,63.2625,3/14/2019,3:53:00 PM,,60.25,4.761904762,,5.5
706-36-6154,Alex,,Member,,Home and lifestyle,,,8.712,182.952,1/18/2019,6:43:00 PM,Ewallet,174.24,4.761904762,8.712,8.7
778-89-7974,,Naypyitaw,Normal,,Health and beauty,,6,21.063,442.323,3/30/2019,2:58:00 PM,Cash,421.26,4.761904762,21.063,7.4
574-31-8277,Cairo,Mandalay,Member,Male,Fashion accessories,33.63,1,,35.3115,3/14/2019,7:55:00 PM,Cash,33.63,4.761904762,1.6815,5.6
859-71-0933,Giza,,Member,,Sports and travel,,2,1.549,32.529,1/16/2019,3:10:00 PM,Cash,,4.761904762,1.549,6.3
740-11-5257,Giza,Naypyitaw,,Male,Electronic accessories,24.74,,,259.77,2/24/2019,4:44:00 PM,Cash,247.4,4.761904762,,7.1
369-82-2676,,,Normal,Male,Electronic accessories,,5,18.915,397.215,1/15/2019,6:22:00 PM,Ewallet,378.3,4.761904762,,7.8
563-47-4072,Cairo,,Normal,Female,Health and beauty,55.81,6,,351.603,3/14/2019,11:52:00 AM,,334.86,4.761904762,16.743,9.9
742-04-5161,Alex,,Member,Male,Home and lifestyle,72.78,,,764.19,02/03/2019,5:24:00 PM,,,4.761904762,,7.3
149-15-7606,Cairo,Mandalay,Member,,,37.32,9,16.794,352.674,3/14/2019,3:31:00 PM,Ewallet,335.88,4.761904762,16.794,5.1
133-77-3154,,Mandalay,,Male,Fashion accessories,,4,12.036,252.756,2/16/2019,6:04:00 PM,Credit card,240.72,4.761904762,12.036,9.4
169-52-4504,,,,,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,2:13:00 PM,Credit card,47.07,,2.3535,5.8
250-81-7186,,Naypyitaw,Normal,Female,,,1,4.9845,104.6745,2/27/2019,10:23:00 AM,Credit card,,4.761904762,4.9845,8
562-12-5430,Alex,Yangon,Member,Female,Fashion accessories,88.15,,13.2225,277.6725,1/18/2019,10:11:00 AM,Ewallet,264.45,4.761904762,13.2225,7.9
816-72-8853,,,Member,Female,Sports and travel,27.93,5,,146.6325,1/29/2019,3:48:00 PM,Cash,,4.761904762,6.9825,5.9
491-38-3499,Alex,,Member,Male,Fashion accessories,55.45,1,,58.2225,3/14/2019,5:46:00 PM,Credit card,55.45,,2.7725,4.9
322-02-2271,Cairo,Mandalay,Normal,Female,Sports and travel,,3,6.4455,135.3555,3/14/2019,11:46:00 AM,,,4.761904762,6.4455,9.3
842-29-4695,Giza,Naypyitaw,Member,,Sports and travel,17.14,,5.999,125.979,1/16/2019,12:07:00 PM,Credit card,,4.761904762,5.999,7.9
725-67-2480,,Mandalay,Member,,,58.75,,17.625,370.125,3/14/2019,6:14:00 PM,Credit card,352.5,4.761904762,17.625,5.9
641-51-2661,Giza,Naypyitaw,,Female,Food and beverages,87.1,10,,914.55,02/12/2019,2:45:00 PM,Credit card,,4.761904762,43.55,9.9
714-02-3114,Giza,Naypyitaw,Normal,,,98.8,2,9.88,207.48,2/21/2019,11:39:00 AM,,197.6,4.761904762,9.88,7.7
518-17-2983,Alex,,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,02/04/2019,3:44:00 PM,Ewallet,,4.761904762,9.726,7.6
779-42-2410,Cairo,,Member,Male,Food and beverages,,3,,181.881,2/20/2019,1:06:00 PM,Ewallet,173.22,4.761904762,8.661,7.7
190-14-3147,Cairo,,Normal,Female,Health and beauty,17.97,4,,75.474,2/23/2019,8:43:00 PM,Ewallet,,4.761904762,3.594,6.4
408-66-6712,Giza,Naypyitaw,Member,,Health and beauty,47.71,,14.313,300.573,3/14/2019,2:19:00 PM,,286.26,4.761904762,14.313,4.4
679-22-6530,Cairo,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,3/14/2019,10:01:00 AM,Credit card,,,,4.1
588-47-8641,Alex,Yangon,Member,Male,,56.04,10,28.02,588.42,3/14/2019,7:30:00 PM,Ewallet,,4.761904762,28.02,4.4
642-61-4706,,,Member,Male,Food and beverages,93.4,,9.34,196.14,3/30/2019,4:34:00 PM,Cash,,4.761904762,,5.5
576-31-4774,Cairo,Mandalay,Normal,Female,Health and beauty,73.41,,11.0115,231.2415,03/02/2019,1:10:00 PM,Ewallet,220.23,4.761904762,11.0115,4
556-41-6224,Giza,,Normal,Male,Health and beauty,33.64,8,13.456,282.576,3/14/2019,5:10:00 PM,,269.12,,,9.3
811-03-8790,Alex,Yangon,Normal,Female,Electronic accessories,45.48,,22.74,477.54,03/01/2019,10:22:00 AM,Credit card,,4.761904762,,4.8
242-11-3142,Cairo,Mandalay,Member,Male,Fashion accessories,,,8.377,175.917,2/24/2019,7:57:00 PM,,167.54,,8.377,4.6
752-23-3760,,Mandalay,Member,Female,Sports and travel,64.08,,22.428,470.988,3/14/2019,7:29:00 PM,Credit card,448.56,4.761904762,22.428,7.3
274-05-5470,Alex,,,Female,Food and beverages,73.47,4,14.694,308.574,2/23/2019,6:30:00 PM,,,4.761904762,14.694,6
648-94-3045,Giza,,,Male,Health and beauty,58.95,,,618.975,02/07/2019,2:27:00 PM,Ewallet,,4.761904762,,8.1
130-67-4723,Alex,Yangon,,Male,Food and beverages,48.5,6,14.55,305.55,3/14/2019,1:57:00 PM,,291,,14.55,9.4
528-87-5606,Cairo,Mandalay,Member,Female,,39.48,1,1.974,41.454,02/12/2019,7:43:00 PM,,,4.761904762,,6.5
320-85-2052,Cairo,Mandalay,Normal,,,34.81,1,1.7405,36.5505,1/14/2019,10:11:00 AM,,,4.761904762,1.7405,7
370-96-0655,Giza,,,Female,Fashion accessories,49.32,6,,310.716,3/14/2019,1:46:00 PM,,295.92,4.761904762,14.796,7.1
105-10-6182,,Yangon,Member,,,21.48,,2.148,45.108,2/27/2019,12:22:00 PM,Ewallet,,,2.148,6.6
510-79-0415,Cairo,Mandalay,,Female,Sports and travel,23.08,,6.924,145.404,1/24/2019,7:20:00 PM,Ewallet,138.48,4.761904762,,4.9
241-96-5076,,,,Female,Home and lifestyle,49.1,2,,103.11,3/14/2019,12:58:00 PM,Credit card,98.2,4.761904762,4.91,6.4
767-97-4650,Cairo,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,01/08/2019,11:59:00 AM,Credit card,129.66,,6.483,8
648-83-1321,,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,5:59:00 PM,Cash,635.6,4.761904762,31.78,4.3
173-57-2300,Giza,,Member,Male,,72.88,2,7.288,153.048,3/13/2019,12:51:00 PM,,145.76,,7.288,6.1
305-03-2383,,Yangon,Normal,,Food and beverages,67.1,3,10.065,211.365,2/15/2019,10:36:00 AM,Cash,201.3,4.761904762,10.065,7.5
394-55-6384,Giza,Naypyitaw,Member,Female,Sports and travel,,,,663.2955,1/25/2019,1:38:00 PM,,,4.761904762,31.5855,6.7
266-20-6657,Giza,,Member,Male,Food and beverages,55.04,7,19.264,404.544,03/12/2019,7:39:00 PM,Ewallet,385.28,4.761904762,19.264,5.2
689-05-1884,,Yangon,,Male,Health and beauty,48.63,10,24.315,510.615,3/14/2019,12:44:00 PM,Cash,,4.761904762,24.315,8.8
196-01-2849,,Naypyitaw,Member,Female,Fashion accessories,73.38,,25.683,539.343,3/14/2019,1:56:00 PM,Cash,513.66,4.761904762,25.683,9.5
372-62-5264,,Naypyitaw,Normal,Female,,52.6,9,,497.07,3/14/2019,2:42:00 PM,Cash,,4.761904762,23.67,7.6
800-09-8606,Alex,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,1/29/2019,7:45:00 PM,Cash,436.85,4.761904762,21.8425,6.6
182-52-7000,,Yangon,,,,27.04,4,5.408,113.568,01/01/2019,8:26:00 PM,Ewallet,108.16,4.761904762,5.408,6.9
826-58-8051,Cairo,,,Male,,62.19,,12.438,261.198,01/06/2019,7:46:00 PM,,248.76,4.761904762,12.438,4.3
868-06-0466,,Yangon,,Male,Electronic accessories,69.58,9,31.311,657.531,2/19/2019,7:38:00 PM,,626.22,4.761904762,,7.8
751-41-9720,Giza,Naypyitaw,,Male,Home and lifestyle,,,,1023.75,3/14/2019,4:18:00 PM,,975,4.761904762,48.75,8
626-43-7888,Giza,Naypyitaw,Normal,,Fashion accessories,60.41,,24.164,507.444,02/07/2019,12:23:00 PM,Ewallet,483.28,4.761904762,24.164,9.6
176-64-7711,Cairo,Mandalay,Normal,Male,Food and beverages,32.32,,,101.808,3/27/2019,7:11:00 PM,,,,4.848,4.3
191-29-0321,Cairo,,,Female,Fashion accessories,19.77,10,9.885,207.585,2/27/2019,6:57:00 PM,,197.7,4.761904762,9.885,5
729-06-2010,Cairo,Mandalay,,Male,Health and beauty,80.47,9,36.2115,760.4415,01/06/2019,11:18:00 AM,Cash,724.23,4.761904762,36.2115,9.2
640-48-5028,Cairo,Mandalay,,Female,Home and lifestyle,,9,39.7755,835.2855,3/14/2019,12:40:00 PM,Cash,,4.761904762,39.7755,6.3
186-79-9562,,,Normal,Male,Health and beauty,71.77,7,,527.5095,3/14/2019,2:06:00 PM,Cash,502.39,4.761904762,25.1195,8.9
834-45-5519,,Mandalay,Normal,Female,Electronic accessories,,4,,180.6,3/14/2019,8:48:00 PM,,172,4.761904762,8.6,7.6
162-65-8559,Giza,,Member,Male,Food and beverages,68.98,1,,72.429,1/21/2019,8:13:00 PM,,,4.761904762,3.449,4.8
760-27-5490,Giza,,,Male,Fashion accessories,15.62,,6.248,131.208,1/20/2019,8:37:00 PM,Ewallet,124.96,4.761904762,6.248,9.1
445-30-9252,Alex,Yangon,Normal,Male,Sports and travel,25.7,3,,80.955,1/17/2019,5:59:00 PM,Ewallet,77.1,4.761904762,3.855,6.1
786-94-2700,,Yangon,,Male,,80.62,6,24.186,507.906,2/28/2019,8:18:00 PM,Cash,,4.761904762,24.186,9.1
728-88-7867,Giza,,,Female,Home and lifestyle,75.53,4,15.106,317.226,3/19/2019,3:52:00 PM,Ewallet,302.12,4.761904762,15.106,8.3
183-21-3799,,Naypyitaw,Normal,Female,Electronic accessories,,,,733.6035,2/19/2019,3:14:00 PM,,,4.761904762,,7.2
268-20-3585,Giza,Naypyitaw,Normal,Female,,13.85,9,,130.8825,02/04/2019,12:50:00 PM,Ewallet,,,6.2325,6
735-32-9839,Giza,Naypyitaw,Member,Male,Fashion accessories,98.7,8,,829.08,1/31/2019,10:36:00 AM,Ewallet,789.6,4.761904762,39.48,8.5
258-92-7466,Alex,,Normal,Female,,35.68,5,8.92,187.32,02/06/2019,6:33:00 PM,,178.4,4.761904762,8.92,6.6
857-16-3520,Alex,Yangon,,Female,Fashion accessories,71.46,7,25.011,525.231,3/28/2019,4:06:00 PM,,500.22,4.761904762,25.011,4.5
482-17-1179,Alex,Yangon,Member,Male,Electronic accessories,11.94,,1.791,37.611,1/19/2019,12:47:00 PM,Credit card,35.82,,1.791,8.1
788-21-5741,,Yangon,Normal,Male,Fashion accessories,45.38,,,142.947,3/14/2019,1:34:00 PM,Credit card,136.14,4.761904762,6.807,7.2
821-14-9046,,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,3/14/2019,3:04:00 PM,Credit card,104.88,,5.244,6.1
418-05-0656,,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,02/02/2019,8:42:00 PM,Cash,178.92,4.761904762,8.946,7.1
678-79-0726,,,Member,Female,,90.63,9,40.7835,856.4535,3/14/2019,3:28:00 PM,,,4.761904762,40.7835,5.1
776-68-1096,Cairo,,,,Home and lifestyle,44.12,3,,138.978,3/18/2019,1:45:00 PM,Credit card,132.36,4.761904762,6.618,7.9
592-46-1692,,,Member,,Food and beverages,36.77,7,12.8695,270.2595,01/11/2019,8:10:00 PM,,257.39,4.761904762,12.8695,7.4
434-35-9162,Cairo,Mandalay,Member,Male,Food and beverages,23.34,,,98.028,3/14/2019,6:53:00 PM,,93.36,4.761904762,4.668,7.4
149-14-0304,Giza,Naypyitaw,Member,Female,,28.5,,11.4,239.4,02/06/2019,2:24:00 PM,,228,,11.4,6.6
442-44-6497,,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,3/14/2019,11:42:00 AM,,166.71,4.761904762,8.3355,5.9
174-64-0215,Cairo,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,03/05/2019,5:49:00 PM,Credit card,697.4,4.761904762,,8.9
210-74-9613,Giza,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,3/16/2019,3:33:00 PM,,389.04,,19.452,6.8
299-29-0180,Cairo,,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,3/14/2019,10:54:00 AM,Cash,365.26,4.761904762,,9.3
247-11-2470,Alex,Yangon,Member,,Fashion accessories,22.32,,4.464,93.744,3/14/2019,4:23:00 PM,Credit card,89.28,4.761904762,4.464,4.4
635-28-5728,Alex,Yangon,,Male,,56,,,176.4,3/14/2019,7:33:00 PM,Ewallet,168,4.761904762,8.4,4.8
756-49-0168,Alex,,Member,Male,,,1,0.985,20.685,02/08/2019,11:39:00 AM,Ewallet,,4.761904762,0.985,9.5
438-23-1242,,,Normal,Male,Electronic accessories,,7,,557.718,3/14/2019,10:38:00 AM,Ewallet,531.16,4.761904762,26.558,8.9
238-45-6950,Cairo,Mandalay,Member,Male,Food and beverages,,1,2.686,56.406,03/01/2019,8:03:00 PM,Ewallet,53.72,4.761904762,2.686,6.4
607-65-2441,Giza,Naypyitaw,Member,Male,,81.95,10,,860.475,03/10/2019,12:39:00 PM,Credit card,819.5,4.761904762,40.975,6
386-27-7606,Giza,Naypyitaw,Member,Female,Home and lifestyle,,7,,596.82,3/23/2019,3:59:00 PM,Credit card,568.4,4.761904762,28.42,8.1
137-63-5492,Giza,Naypyitaw,Normal,Male,Electronic accessories,58.76,,29.38,616.98,1/29/2019,2:26:00 PM,,,4.761904762,29.38,9
197-77-7132,Cairo,Mandalay,Member,,Electronic accessories,91.56,,,769.104,3/14/2019,6:22:00 PM,Ewallet,,4.761904762,36.624,6
805-86-0265,,Yangon,Normal,Male,Home and lifestyle,93.96,9,,887.922,3/20/2019,11:32:00 AM,Cash,845.64,4.761904762,42.282,9.8
733-29-1227,Giza,Naypyitaw,Normal,,Home and lifestyle,55.61,,19.4635,408.7335,3/23/2019,12:41:00 PM,Cash,,4.761904762,19.4635,8.5
451-73-2711,,,,Male,Food and beverages,84.83,1,4.2415,89.0715,1/14/2019,3:20:00 PM,Ewallet,84.83,,4.2415,8.8
373-14-0504,,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,3/14/2019,2:33:00 PM,Ewallet,143.26,4.761904762,,8.8
546-80-2899,Alex,Yangon,Member,Male,,37.69,,3.769,79.149,2/20/2019,3:29:00 PM,,75.38,4.761904762,3.769,9.5
